filename,compound,neg,neu,pos,VERB,NOUN,PRON,ADJ,ADV,ADP,CONJ,DET,NUM,PRT,X,.,perc_not_in_aspell,avg_suggestion_length,entities_per_sentence,entities_per_word,avg_tree_height
clueweb12-0504wb-95-29424,-0.20,0.14,0.80,0.05,0.20,0.26,0.05,0.11,0.07,0.11,0.04,0.06,0.01,0.03,0.00,0.08,0.04,28.15,0.38,0.02,2.31
clueweb12-1110wb-18-05809,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0208wb-36-22515,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1012wb-50-14743,-0.45,0.19,0.78,0.04,0.16,0.29,0.02,0.11,0.05,0.12,0.03,0.12,0.00,0.02,0.00,0.07,0.03,12.14,0.15,0.01,2.15
clueweb12-0005wb-65-08149,-0.14,0.10,0.85,0.05,0.15,0.32,0.01,0.11,0.03,0.11,0.04,0.07,0.01,0.02,0.00,0.11,0.08,24.56,0.71,0.03,2.41
clueweb12-0312wb-14-22201,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0716wb-85-16817,0.18,0.05,0.83,0.13,0.17,0.27,0.02,0.08,0.05,0.12,0.03,0.14,0.02,0.03,0.00,0.07,0.03,32.22,0.26,0.01,2.23
clueweb12-1020wb-77-15681,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1211wb-51-10270,0.25,0.00,0.86,0.14,0.09,0.35,0.02,0.15,0.07,0.05,0.04,0.04,0.00,0.00,0.00,0.20,0.22,26.50,1.67,0.09,2.33
clueweb12-0101wb-78-05239,0.07,0.09,0.78,0.13,0.15,0.30,0.06,0.09,0.04,0.11,0.03,0.06,0.01,0.03,0.00,0.12,0.08,28.71,0.59,0.03,2.46
clueweb12-0912wb-68-13583,-0.05,0.04,0.93,0.03,0.11,0.37,0.02,0.05,0.04,0.13,0.04,0.09,0.02,0.02,0.00,0.12,0.11,31.22,2.80,0.10,3.00
clueweb12-0607wb-48-09410,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0918wb-54-09568,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0511wb-40-34417,-0.05,0.10,0.82,0.09,0.16,0.28,0.07,0.07,0.04,0.10,0.03,0.08,0.01,0.04,0.00,0.13,0.08,31.48,0.90,0.05,2.56
clueweb12-1604wb-54-14791,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1612wb-60-01000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0818wb-16-15363,-0.02,0.06,0.87,0.07,0.21,0.31,0.03,0.07,0.03,0.07,0.04,0.10,0.00,0.03,0.00,0.12,0.03,15.50,0.60,0.04,2.60
clueweb12-0112wb-17-27614,0.01,0.07,0.86,0.07,0.12,0.28,0.03,0.10,0.06,0.13,0.03,0.09,0.04,0.02,0.00,0.12,0.08,40.41,0.56,0.02,2.33
clueweb12-1312wb-11-05973,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0704wb-82-26680,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1502wb-89-21464,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1301wb-19-11372,-0.10,0.07,0.89,0.04,0.13,0.29,0.01,0.11,0.03,0.13,0.03,0.13,0.02,0.03,0.00,0.10,0.04,32.51,0.33,0.01,2.23
clueweb12-0604wb-66-17996,-0.07,0.07,0.88,0.05,0.10,0.31,0.01,0.12,0.03,0.12,0.03,0.07,0.06,0.01,0.00,0.14,0.14,27.23,0.92,0.04,2.53
clueweb12-1014wb-24-25894,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0006wb-68-10044,0.22,0.11,0.79,0.10,0.16,0.30,0.02,0.07,0.05,0.13,0.03,0.09,0.02,0.02,0.00,0.11,0.06,32.21,1.12,0.04,2.42
clueweb12-0202wb-91-11471,-0.27,0.17,0.77,0.06,0.13,0.30,0.02,0.11,0.02,0.14,0.03,0.12,0.01,0.02,0.00,0.10,0.01,7.50,0.19,0.01,2.19
clueweb12-1704wb-27-31182,-0.02,0.09,0.84,0.07,0.16,0.30,0.03,0.10,0.04,0.11,0.04,0.09,0.01,0.03,0.00,0.08,0.04,14.85,0.68,0.03,2.35
clueweb12-1217wb-89-15860,0.00,0.05,0.90,0.05,0.15,0.30,0.01,0.10,0.03,0.14,0.04,0.12,0.00,0.02,0.00,0.09,0.04,34.00,0.75,0.03,2.35
clueweb12-0712wb-11-08852,0.23,0.01,0.90,0.09,0.16,0.31,0.05,0.10,0.03,0.09,0.04,0.09,0.01,0.03,0.00,0.09,0.04,27.68,0.62,0.03,2.38
clueweb12-0002wb-40-00883,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1809wb-02-02222,0.07,0.09,0.77,0.14,0.20,0.23,0.05,0.08,0.06,0.09,0.02,0.08,0.01,0.04,0.00,0.14,0.01,22.80,0.29,0.02,2.24
clueweb12-1808wb-65-16467,0.12,0.09,0.77,0.14,0.13,0.35,0.02,0.08,0.03,0.07,0.06,0.07,0.01,0.02,0.00,0.17,0.05,23.88,0.74,0.04,2.47
clueweb12-0104wb-84-31180,-0.03,0.06,0.87,0.07,0.13,0.28,0.05,0.09,0.02,0.08,0.04,0.08,0.05,0.01,0.01,0.17,0.07,39.78,0.21,0.02,2.18
clueweb12-0100wb-90-03531,-0.05,0.06,0.90,0.04,0.16,0.22,0.10,0.07,0.05,0.11,0.03,0.10,0.01,0.02,0.00,0.12,0.05,38.21,0.27,0.01,2.17
clueweb12-0102wb-41-18959,-0.17,0.08,0.90,0.02,0.12,0.32,0.02,0.10,0.03,0.08,0.05,0.10,0.02,0.01,0.00,0.16,0.07,34.33,0.67,0.04,2.33
clueweb12-0702wb-98-16668,0.05,0.06,0.89,0.05,0.22,0.25,0.03,0.08,0.07,0.10,0.02,0.09,0.01,0.01,0.00,0.11,0.03,15.33,0.19,0.01,2.19
clueweb12-1401wb-81-01009,0.01,0.05,0.89,0.06,0.19,0.28,0.04,0.05,0.04,0.11,0.02,0.11,0.01,0.03,0.00,0.12,0.03,41.96,0.65,0.04,2.30
clueweb12-1804wb-49-24010,0.05,0.07,0.85,0.08,0.18,0.29,0.02,0.08,0.03,0.13,0.03,0.10,0.01,0.04,0.00,0.10,0.04,23.05,0.60,0.03,2.40
clueweb12-1904wb-96-05714,0.06,0.07,0.84,0.09,0.16,0.28,0.04,0.09,0.05,0.11,0.03,0.09,0.01,0.03,0.00,0.10,0.05,27.24,0.70,0.03,2.38
clueweb12-0816wb-88-10861,-0.01,0.03,0.93,0.04,0.17,0.25,0.06,0.06,0.08,0.08,0.04,0.07,0.02,0.04,0.00,0.12,0.08,38.61,0.44,0.02,2.31
clueweb12-0007wb-63-13747,-0.15,0.09,0.85,0.06,0.13,0.31,0.04,0.08,0.05,0.09,0.05,0.08,0.00,0.02,0.00,0.14,0.04,22.06,0.89,0.04,2.44
clueweb12-1811wb-32-21242,-0.24,0.10,0.85,0.05,0.14,0.31,0.01,0.06,0.06,0.08,0.05,0.09,0.01,0.03,0.00,0.14,0.04,32.64,0.45,0.02,2.27
clueweb12-0504wb-52-10828,0.00,0.10,0.81,0.09,0.15,0.34,0.02,0.12,0.04,0.08,0.03,0.08,0.01,0.03,0.01,0.09,0.14,22.86,0.71,0.03,2.55
clueweb12-1108wb-13-19400,-0.03,0.05,0.91,0.04,0.14,0.28,0.02,0.09,0.05,0.10,0.04,0.11,0.02,0.02,0.00,0.13,0.07,29.12,0.42,0.01,2.23
clueweb12-0210wb-85-09378,0.02,0.06,0.87,0.06,0.23,0.19,0.11,0.09,0.07,0.08,0.03,0.07,0.01,0.02,0.00,0.10,0.05,27.89,0.10,0.01,2.10
clueweb12-0807wb-32-07178,-0.29,0.13,0.82,0.05,0.13,0.28,0.01,0.14,0.05,0.13,0.04,0.08,0.01,0.02,0.00,0.10,0.08,27.55,0.37,0.01,2.31
clueweb12-1800wb-90-16499,0.05,0.07,0.81,0.11,0.18,0.27,0.04,0.08,0.04,0.10,0.03,0.11,0.02,0.03,0.00,0.10,0.06,27.84,0.62,0.03,2.45
clueweb12-1603wb-47-04394,0.18,0.04,0.84,0.12,0.17,0.25,0.07,0.05,0.05,0.09,0.03,0.07,0.02,0.03,0.00,0.17,0.12,34.37,0.80,0.03,2.73
clueweb12-0702wb-90-12386,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0804wb-19-15296,0.24,0.00,0.92,0.08,0.15,0.32,0.02,0.10,0.04,0.10,0.05,0.09,0.00,0.03,0.00,0.10,0.05,14.52,0.45,0.02,2.36
clueweb12-1507wb-95-19416,0.01,0.11,0.79,0.10,0.17,0.22,0.06,0.12,0.06,0.12,0.03,0.12,0.00,0.05,0.00,0.06,0.04,15.83,0.00,0.00,2.00
clueweb12-0711wb-75-28927,-0.25,0.12,0.87,0.01,0.13,0.28,0.01,0.10,0.04,0.10,0.05,0.10,0.03,0.03,0.00,0.13,0.07,38.52,0.62,0.02,2.56
clueweb12-1807wb-78-00653,-0.13,0.06,0.91,0.04,0.13,0.32,0.02,0.12,0.03,0.11,0.01,0.09,0.01,0.02,0.00,0.13,0.11,23.53,1.38,0.05,2.62
clueweb12-0507wb-27-24033,-0.03,0.07,0.88,0.05,0.17,0.30,0.01,0.09,0.04,0.10,0.05,0.10,0.00,0.02,0.00,0.12,0.03,24.39,0.43,0.03,2.23
clueweb12-0107wb-95-19883,0.30,0.00,0.86,0.14,0.16,0.30,0.07,0.09,0.03,0.10,0.06,0.08,0.00,0.03,0.00,0.07,0.04,39.00,0.57,0.03,2.29
clueweb12-0802wb-79-01355,0.42,0.03,0.74,0.23,0.14,0.26,0.06,0.07,0.06,0.10,0.03,0.07,0.01,0.03,0.00,0.15,0.08,32.09,0.67,0.03,2.50
clueweb12-0003wb-85-26821,0.23,0.00,0.82,0.18,0.17,0.28,0.04,0.06,0.04,0.12,0.06,0.11,0.00,0.06,0.00,0.08,0.08,40.85,0.11,0.01,2.11
clueweb12-0302wb-84-02030,-0.35,0.26,0.60,0.14,0.17,0.30,0.02,0.09,0.08,0.12,0.05,0.05,0.00,0.02,0.00,0.12,0.00,0.00,0.67,0.03,2.33
clueweb12-0100wb-85-26815,0.07,0.06,0.85,0.09,0.15,0.27,0.04,0.09,0.05,0.11,0.03,0.10,0.01,0.02,0.00,0.12,0.09,27.51,0.54,0.02,2.34
clueweb12-0405wb-84-26916,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0815wb-27-29275,-0.16,0.09,0.88,0.03,0.15,0.32,0.01,0.13,0.03,0.13,0.03,0.05,0.01,0.01,0.00,0.14,0.11,17.25,0.77,0.03,2.60
clueweb12-0006wb-14-06455,-0.02,0.01,0.99,0.00,0.09,0.38,0.01,0.05,0.02,0.13,0.02,0.10,0.06,0.02,0.00,0.14,0.16,33.49,2.08,0.08,2.83
clueweb12-0100tw-31-05214,-0.00,0.09,0.83,0.08,0.20,0.26,0.07,0.10,0.05,0.12,0.02,0.07,0.01,0.02,0.00,0.08,0.02,24.36,0.26,0.01,2.23
clueweb12-0000wb-46-08201,-0.02,0.08,0.85,0.08,0.15,0.30,0.04,0.08,0.04,0.12,0.04,0.06,0.01,0.03,0.00,0.13,0.04,38.23,1.00,0.04,2.53
clueweb12-0612wb-18-10996,-0.13,0.10,0.87,0.03,0.16,0.30,0.03,0.08,0.03,0.11,0.03,0.07,0.03,0.02,0.00,0.13,0.10,33.59,0.47,0.03,2.39
clueweb12-0210wb-56-23622,-0.02,0.08,0.85,0.07,0.18,0.20,0.11,0.04,0.05,0.07,0.03,0.09,0.01,0.04,0.00,0.18,0.08,47.08,0.24,0.02,2.21
clueweb12-0302wb-05-21303,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0008wb-84-27296,0.30,0.02,0.82,0.16,0.14,0.27,0.01,0.12,0.01,0.12,0.02,0.14,0.01,0.07,0.00,0.08,0.05,32.73,0.86,0.03,2.57
clueweb12-0000tw-33-01824,0.25,0.05,0.78,0.18,0.16,0.26,0.09,0.06,0.04,0.11,0.05,0.10,0.00,0.03,0.00,0.10,0.06,30.37,0.65,0.04,2.47
clueweb12-1101wb-89-11738,0.28,0.08,0.75,0.18,0.16,0.32,0.01,0.13,0.02,0.11,0.03,0.09,0.00,0.03,0.00,0.10,0.05,16.40,0.60,0.03,2.40
clueweb12-0001wb-65-27794,-0.12,0.10,0.83,0.07,0.17,0.30,0.03,0.09,0.05,0.09,0.05,0.08,0.01,0.03,0.00,0.11,0.05,39.20,0.56,0.04,2.44
clueweb12-0410wb-97-18834,0.12,0.03,0.87,0.10,0.20,0.27,0.10,0.07,0.03,0.09,0.04,0.08,0.02,0.02,0.00,0.09,0.04,31.78,0.45,0.02,2.45
clueweb12-0816wb-26-05206,0.04,0.10,0.76,0.14,0.17,0.31,0.03,0.08,0.04,0.09,0.05,0.08,0.00,0.03,0.00,0.11,0.06,23.36,0.67,0.02,2.50
clueweb12-0212wb-14-10117,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0511wb-98-15414,-0.20,0.13,0.81,0.06,0.17,0.33,0.02,0.09,0.04,0.09,0.04,0.07,0.01,0.04,0.00,0.10,0.05,29.17,0.59,0.03,2.36
clueweb12-0606wb-24-02288,-0.05,0.04,0.92,0.04,0.12,0.27,0.06,0.09,0.03,0.12,0.02,0.10,0.06,0.03,0.00,0.11,0.10,44.82,0.36,0.02,2.07
clueweb12-0309wb-66-00027,-0.01,0.07,0.88,0.06,0.16,0.31,0.01,0.08,0.03,0.10,0.04,0.11,0.01,0.02,0.00,0.11,0.04,22.76,0.61,0.03,2.35
clueweb12-1910wb-21-07983,-0.23,0.16,0.78,0.06,0.16,0.26,0.07,0.08,0.06,0.11,0.03,0.08,0.04,0.02,0.00,0.10,0.05,32.20,0.34,0.02,2.26
clueweb12-1000tw-75-05082,0.02,0.11,0.77,0.12,0.13,0.35,0.03,0.07,0.02,0.08,0.03,0.11,0.03,0.01,0.00,0.14,0.10,28.57,1.11,0.05,2.37
clueweb12-1302wb-63-12741,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0716wb-77-03622,-0.14,0.10,0.83,0.07,0.13,0.29,0.02,0.13,0.04,0.14,0.05,0.07,0.01,0.03,0.00,0.09,0.05,22.54,0.64,0.02,2.33
clueweb12-0003wb-23-28493,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0210wb-56-08465,-0.07,0.07,0.89,0.04,0.15,0.38,0.02,0.07,0.03,0.10,0.02,0.08,0.03,0.03,0.00,0.08,0.07,34.92,1.07,0.03,2.73
clueweb12-1613wb-26-27882,0.17,0.05,0.85,0.10,0.17,0.22,0.06,0.09,0.07,0.10,0.03,0.10,0.01,0.04,0.00,0.08,0.04,24.07,0.19,0.01,2.16
clueweb12-1006wb-24-06122,-0.02,0.05,0.90,0.05,0.15,0.28,0.03,0.09,0.06,0.11,0.03,0.13,0.02,0.02,0.00,0.09,0.03,35.10,0.25,0.01,2.22
clueweb12-0211wb-02-28210,0.13,0.05,0.87,0.08,0.12,0.27,0.03,0.08,0.03,0.13,0.03,0.15,0.02,0.02,0.00,0.12,0.05,39.29,0.97,0.04,2.53
clueweb12-1115wb-33-24448,0.11,0.04,0.87,0.09,0.14,0.25,0.05,0.07,0.06,0.10,0.03,0.10,0.02,0.03,0.00,0.14,0.05,37.07,0.24,0.01,2.20
clueweb12-0207wb-01-24195,-0.01,0.11,0.78,0.10,0.17,0.31,0.02,0.09,0.04,0.09,0.05,0.10,0.01,0.03,0.00,0.10,0.05,26.96,0.64,0.03,2.34
clueweb12-0807wb-25-02422,0.37,0.04,0.74,0.22,0.17,0.26,0.04,0.09,0.05,0.11,0.04,0.11,0.00,0.03,0.00,0.09,0.02,17.67,0.47,0.02,2.38
clueweb12-0204wb-36-06540,-0.19,0.08,0.91,0.01,0.13,0.33,0.03,0.08,0.02,0.11,0.04,0.09,0.01,0.02,0.00,0.15,0.06,37.78,0.93,0.04,2.50
clueweb12-1307wb-24-18099,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1717wb-47-20180,0.11,0.09,0.77,0.15,0.17,0.31,0.06,0.09,0.03,0.08,0.05,0.06,0.01,0.02,0.00,0.12,0.01,39.08,0.45,0.03,2.42
clueweb12-0204wb-86-27519,-0.07,0.05,0.92,0.03,0.11,0.32,0.01,0.08,0.03,0.11,0.02,0.13,0.01,0.02,0.00,0.17,0.08,23.18,1.13,0.04,2.71
clueweb12-0800tw-58-16572,-0.01,0.07,0.82,0.11,0.19,0.21,0.10,0.08,0.07,0.10,0.04,0.08,0.01,0.03,0.00,0.11,0.05,37.20,0.33,0.02,2.29
clueweb12-0011wb-82-09131,0.12,0.01,0.95,0.05,0.13,0.28,0.02,0.08,0.02,0.11,0.02,0.10,0.09,0.02,0.00,0.13,0.09,33.32,0.37,0.02,2.32
clueweb12-1408wb-54-21393,0.00,0.05,0.89,0.06,0.15,0.29,0.02,0.12,0.05,0.11,0.05,0.10,0.02,0.02,0.00,0.08,0.03,31.95,0.57,0.02,2.24
clueweb12-0915wb-75-04018,0.03,0.02,0.96,0.02,0.14,0.31,0.01,0.09,0.05,0.10,0.03,0.08,0.01,0.03,0.00,0.14,0.10,21.23,1.00,0.05,2.57
clueweb12-0909wb-33-27356,0.27,0.00,0.87,0.13,0.12,0.40,0.06,0.06,0.04,0.10,0.06,0.06,0.00,0.02,0.01,0.06,0.01,47.00,0.40,0.02,2.40
clueweb12-1803wb-57-24571,-0.41,0.22,0.73,0.05,0.14,0.30,0.03,0.14,0.04,0.06,0.05,0.07,0.03,0.04,0.00,0.10,0.03,44.00,0.26,0.01,2.19
clueweb12-1200wb-89-09611,0.01,0.09,0.81,0.10,0.17,0.27,0.04,0.10,0.05,0.13,0.03,0.09,0.01,0.02,0.00,0.09,0.01,33.33,0.24,0.01,2.18
clueweb12-0201wb-22-04103,-0.16,0.12,0.84,0.04,0.10,0.29,0.01,0.08,0.04,0.15,0.04,0.07,0.00,0.01,0.00,0.21,0.03,25.03,0.52,0.04,2.49
clueweb12-0200wb-32-06405,-0.00,0.07,0.87,0.06,0.17,0.26,0.01,0.11,0.06,0.11,0.03,0.12,0.01,0.03,0.00,0.09,0.02,21.08,0.25,0.01,2.18
clueweb12-0200wb-74-27713,-0.03,0.09,0.86,0.05,0.14,0.33,0.01,0.09,0.05,0.11,0.03,0.10,0.00,0.02,0.00,0.12,0.09,27.64,0.60,0.04,2.50
clueweb12-0601wb-63-17603,-0.17,0.10,0.86,0.04,0.12,0.33,0.01,0.10,0.03,0.12,0.03,0.08,0.02,0.02,0.00,0.12,0.10,23.39,1.40,0.05,2.71
clueweb12-0403wb-95-03704,0.04,0.08,0.82,0.10,0.19,0.29,0.02,0.13,0.02,0.09,0.04,0.07,0.01,0.03,0.00,0.12,0.10,18.02,0.36,0.02,2.32
clueweb12-1902wb-69-12927,-0.33,0.16,0.79,0.04,0.17,0.28,0.02,0.10,0.03,0.11,0.04,0.14,0.00,0.03,0.00,0.09,0.03,23.49,0.38,0.02,2.37
clueweb12-1100tw-37-13499,0.02,0.05,0.86,0.09,0.20,0.18,0.10,0.09,0.07,0.11,0.03,0.11,0.02,0.03,0.00,0.06,0.03,24.45,0.07,0.00,2.07
clueweb12-0002wb-40-26406,-0.01,0.10,0.79,0.12,0.17,0.34,0.01,0.11,0.02,0.09,0.09,0.07,0.00,0.02,0.00,0.07,0.03,19.67,0.00,0.00,2.00
clueweb12-1008wb-40-27802,0.10,0.08,0.82,0.10,0.14,0.27,0.02,0.14,0.04,0.12,0.03,0.11,0.01,0.03,0.00,0.09,0.07,25.04,0.24,0.01,2.21
clueweb12-1214wb-71-11106,-0.39,0.29,0.68,0.04,0.15,0.34,0.04,0.10,0.04,0.07,0.03,0.13,0.00,0.03,0.00,0.08,0.01,56.33,0.29,0.01,2.29
clueweb12-0401wb-21-33724,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0200wb-55-23988,-0.02,0.06,0.87,0.06,0.14,0.30,0.02,0.10,0.03,0.09,0.05,0.10,0.01,0.03,0.00,0.12,0.05,17.86,0.21,0.01,2.21
clueweb12-0307wb-25-14814,0.10,0.05,0.84,0.11,0.15,0.26,0.07,0.06,0.05,0.09,0.02,0.09,0.01,0.03,0.00,0.17,0.09,38.01,0.73,0.07,2.53
clueweb12-1405wb-12-12096,0.02,0.07,0.86,0.08,0.14,0.29,0.02,0.10,0.05,0.12,0.03,0.09,0.02,0.03,0.00,0.12,0.08,22.79,1.06,0.04,2.58
clueweb12-0404wb-37-03787,-0.05,0.08,0.85,0.06,0.16,0.26,0.04,0.08,0.06,0.10,0.04,0.12,0.01,0.03,0.00,0.10,0.02,24.54,0.21,0.01,2.17
clueweb12-1009wb-25-28570,0.14,0.05,0.79,0.11,0.19,0.31,0.06,0.04,0.03,0.11,0.02,0.09,0.02,0.03,0.00,0.08,0.07,37.31,1.09,0.05,2.64
clueweb12-1212wb-05-21832,0.09,0.02,0.91,0.07,0.23,0.23,0.04,0.02,0.05,0.09,0.03,0.12,0.00,0.07,0.00,0.12,0.05,35.62,0.12,0.01,2.12
clueweb12-0200wb-81-16237,-0.11,0.03,0.97,0.00,0.13,0.26,0.04,0.15,0.03,0.12,0.03,0.12,0.00,0.03,0.00,0.09,0.04,25.33,0.00,0.00,2.00
clueweb12-0013wb-77-02269,0.23,0.04,0.83,0.13,0.13,0.32,0.00,0.12,0.04,0.08,0.07,0.07,0.03,0.03,0.01,0.09,0.09,41.69,0.50,0.03,2.33
clueweb12-1514wb-29-19396,0.09,0.01,0.95,0.05,0.11,0.36,0.01,0.12,0.02,0.10,0.06,0.04,0.03,0.02,0.00,0.13,0.12,21.27,0.92,0.05,2.59
clueweb12-0210wb-32-05049,0.09,0.05,0.86,0.09,0.20,0.19,0.09,0.06,0.06,0.09,0.03,0.15,0.02,0.03,0.00,0.09,0.01,52.00,0.20,0.01,2.20
clueweb12-1801wb-56-05194,-0.17,0.07,0.92,0.02,0.14,0.32,0.00,0.13,0.03,0.10,0.05,0.07,0.01,0.01,0.00,0.14,0.07,21.86,0.87,0.04,2.67
clueweb12-0005wb-87-12518,-0.09,0.07,0.89,0.04,0.14,0.30,0.02,0.11,0.03,0.12,0.03,0.06,0.04,0.02,0.00,0.12,0.13,29.75,0.53,0.02,2.36
clueweb12-1505wb-72-29101,0.07,0.04,0.87,0.08,0.18,0.25,0.05,0.08,0.06,0.10,0.02,0.10,0.01,0.03,0.00,0.10,0.04,37.24,0.25,0.02,2.17
clueweb12-0703wb-93-13969,-0.08,0.12,0.77,0.10,0.22,0.19,0.11,0.08,0.07,0.09,0.04,0.06,0.01,0.03,0.00,0.11,0.04,27.52,0.14,0.01,2.14
clueweb12-1113wb-06-10185,0.01,0.04,0.91,0.05,0.14,0.28,0.02,0.07,0.05,0.09,0.04,0.10,0.03,0.02,0.00,0.16,0.10,37.53,0.53,0.03,2.34
clueweb12-0200wb-35-22257,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1608wb-27-22278,-0.09,0.10,0.85,0.06,0.19,0.24,0.06,0.08,0.06,0.10,0.04,0.09,0.01,0.02,0.00,0.12,0.02,28.73,0.23,0.01,2.20
clueweb12-1300wb-98-09752,-0.19,0.13,0.79,0.08,0.17,0.29,0.06,0.08,0.05,0.08,0.05,0.08,0.01,0.03,0.00,0.10,0.04,40.27,0.57,0.03,2.39
clueweb12-0202wb-30-25617,0.00,0.04,0.93,0.03,0.10,0.31,0.02,0.08,0.02,0.11,0.04,0.09,0.02,0.01,0.00,0.19,0.17,35.11,0.87,0.05,2.47
clueweb12-1004wb-10-30531,0.42,0.00,0.86,0.14,0.16,0.34,0.02,0.10,0.05,0.09,0.03,0.11,0.00,0.03,0.00,0.07,0.10,21.92,1.00,0.02,2.38
clueweb12-0211wb-59-03290,0.16,0.14,0.66,0.20,0.24,0.18,0.13,0.09,0.07,0.09,0.04,0.06,0.02,0.03,0.00,0.07,0.09,41.75,1.00,0.04,2.80
clueweb12-0402wb-82-20614,0.39,0.00,0.89,0.11,0.15,0.29,0.04,0.13,0.02,0.07,0.05,0.07,0.00,0.02,0.00,0.15,0.03,11.00,0.75,0.03,2.50
clueweb12-0304wb-26-13776,-0.11,0.09,0.86,0.05,0.17,0.32,0.04,0.07,0.04,0.09,0.03,0.10,0.02,0.02,0.00,0.12,0.04,29.77,0.57,0.03,2.34
clueweb12-0005wb-58-28673,0.17,0.01,0.86,0.12,0.09,0.36,0.02,0.11,0.02,0.14,0.04,0.05,0.05,0.01,0.00,0.11,0.05,42.25,0.43,0.04,2.43
clueweb12-1708wb-40-06584,-0.08,0.11,0.81,0.08,0.19,0.24,0.08,0.08,0.06,0.09,0.05,0.08,0.01,0.03,0.00,0.10,0.05,30.46,0.33,0.02,2.26
clueweb12-0202wb-27-16287,0.29,0.01,0.92,0.08,0.09,0.35,0.00,0.09,0.04,0.09,0.07,0.09,0.00,0.03,0.00,0.14,0.06,17.05,2.30,0.07,2.80
clueweb12-1706wb-58-09863,0.20,0.06,0.81,0.12,0.21,0.20,0.09,0.06,0.10,0.08,0.04,0.08,0.00,0.04,0.00,0.09,0.16,35.98,1.47,0.03,2.56
