filename,n_chv_concepts,n_chv_dsyn_concepts,n_chv_sosy_concepts,avg_chv_value_all,avg_chv_alue_dsyn,avg_chv_value_sosy
clueweb12-1601wb-48-17299,246,17,19,0.795,0.589,0.830
clueweb12-0102wb-05-10702,427,10,2,0.763,0.723,0.873
clueweb12-1805wb-68-22561,465,8,14,0.745,0.629,0.652
clueweb12-1002wb-19-22458,0,0,0,0.000,0.000,0.000
clueweb12-0109wb-64-05796,36,0,0,0.721,0.000,0.000
clueweb12-1609wb-70-16757,1405,36,5,0.761,0.468,0.717
clueweb12-0816wb-80-02486,0,0,0,0.000,0.000,0.000
clueweb12-1508wb-93-04648,0,0,0,0.000,0.000,0.000
clueweb12-1801wb-53-12605,324,46,39,0.686,0.609,0.745
clueweb12-1606wb-92-14311,357,20,0,0.745,0.605,0.000
clueweb12-1010wb-30-02695,769,50,43,0.703,0.591,0.828
clueweb12-1011wb-57-08506,0,0,0,0.000,0.000,0.000
clueweb12-0703wb-17-06722,925,22,22,0.786,0.614,0.820
clueweb12-0110wb-93-00461,62,2,7,0.797,0.738,0.904
clueweb12-0311wb-68-06820,3369,162,19,0.689,0.553,0.723
clueweb12-0707wb-65-07232,394,7,6,0.776,0.739,0.778
clueweb12-0005wb-78-12846,107,2,0,0.774,0.594,0.000
clueweb12-0602wb-35-13514,418,4,3,0.730,0.795,0.564
clueweb12-0800wb-53-27628,68,2,4,0.709,0.486,0.597
clueweb12-0006wb-46-12686,115,6,9,0.722,0.567,0.793
clueweb12-1004wb-77-12594,204,5,0,0.752,0.579,0.000
clueweb12-1900wb-32-17619,209,4,0,0.795,0.803,0.000
clueweb12-0308wb-31-07712,1457,56,49,0.732,0.641,0.698
clueweb12-0007wb-98-29756,1245,27,23,0.781,0.516,0.883
clueweb12-0300wb-43-29267,328,12,6,0.742,0.443,0.896
clueweb12-1212wb-13-08807,175,6,1,0.727,0.473,0.718
clueweb12-0207wb-13-04025,123,0,1,0.807,0.000,0.926
clueweb12-0308wb-78-28959,373,6,23,0.788,0.705,0.938
clueweb12-1217wb-30-26683,211,8,20,0.772,0.637,0.744
clueweb12-0914wb-67-21636,210,27,11,0.736,0.605,0.687
clueweb12-0603wb-55-09281,524,16,4,0.764,0.738,0.926
clueweb12-0202wb-93-19774,151,14,7,0.763,0.688,0.900
clueweb12-0012wb-00-10802,0,0,0,0.000,0.000,0.000
clueweb12-1713wb-71-13774,11314,90,290,0.772,0.504,0.907
clueweb12-0000wb-27-06611,0,0,0,0.000,0.000,0.000
clueweb12-0807wb-86-06341,586,21,26,0.782,0.687,0.756
clueweb12-1109wb-33-11371,360,11,9,0.764,0.698,0.653
clueweb12-0013wb-44-24969,118,5,2,0.752,0.461,0.819
clueweb12-1210wb-80-02293,587,2,11,0.791,0.894,0.955
clueweb12-0109wb-73-13378,46,0,0,0.774,0.000,0.000
clueweb12-1913wb-82-04750,114,0,3,0.740,0.000,0.955
clueweb12-0608wb-48-26332,1349,33,43,0.799,0.759,0.706
clueweb12-0702wb-18-18519,0,0,0,0.000,0.000,0.000
clueweb12-1905wb-73-26302,184,18,7,0.748,0.602,0.761
clueweb12-1016wb-14-13744,471,10,1,0.747,0.642,0.600
clueweb12-0109wb-66-06040,22,0,2,0.767,0.000,0.768
clueweb12-0814wb-32-03207,0,0,0,0.000,0.000,0.000
clueweb12-0104wb-87-29469,406,24,6,0.729,0.596,0.704
clueweb12-0400tw-63-25366,17,2,2,0.758,0.486,0.940
clueweb12-0006wb-68-10044,277,21,2,0.790,0.594,0.571
clueweb12-1202wb-48-13826,81,4,6,0.783,0.692,0.813
clueweb12-0212wb-09-28928,174,7,1,0.778,0.613,0.955
clueweb12-0304wb-33-08644,5287,32,40,0.777,0.777,0.841
clueweb12-0111wb-50-12848,669,23,10,0.702,0.547,0.730
clueweb12-0211wb-90-15650,267,3,0,0.741,0.144,0.000
clueweb12-0002wb-27-08484,283,21,3,0.735,0.598,0.938
clueweb12-1402wb-48-32593,672,4,8,0.767,0.590,0.730
clueweb12-1304wb-50-22345,1353,1,1,0.798,0.327,0.955
clueweb12-0512wb-64-33793,614,54,15,0.748,0.490,0.867
clueweb12-0915wb-53-11901,269,6,12,0.752,0.744,0.766
clueweb12-0009wb-51-14196,62,1,2,0.784,0.692,0.722
clueweb12-1811wb-32-19087,165,0,3,0.814,0.000,0.752
clueweb12-0306wb-89-27503,441,4,3,0.723,0.725,0.645
clueweb12-0403wb-45-27558,64,1,0,0.703,0.351,0.000
clueweb12-0811wb-96-07300,848,12,17,0.807,0.888,0.926
clueweb12-0405wb-10-29060,480,3,3,0.755,0.818,0.573
clueweb12-0209wb-87-14724,89,0,0,0.746,0.000,0.000
clueweb12-0100wb-50-25558,0,0,0,0.000,0.000,0.000
clueweb12-0305wb-69-09095,0,0,0,0.000,0.000,0.000
clueweb12-1807wb-23-01228,286,3,15,0.731,0.593,0.716
clueweb12-0112wb-42-16063,477,8,6,0.721,0.589,0.646
clueweb12-0916wb-36-05685,1222,10,7,0.777,0.614,0.940
clueweb12-1812wb-97-02330,77,1,1,0.788,0.888,0.955
clueweb12-0301tw-46-04214,556,2,4,0.776,0.696,0.571
clueweb12-1807wb-37-04638,866,4,11,0.724,0.791,0.666
clueweb12-0200wb-16-25009,111,0,0,0.801,0.000,0.000
clueweb12-1713wb-96-20267,81,5,0,0.702,0.488,0.000
clueweb12-0919wb-17-17686,9151,104,19,0.691,0.620,0.742
clueweb12-0405wb-80-26736,334,20,5,0.710,0.530,0.710
clueweb12-0501wb-79-33120,152,0,9,0.743,0.000,0.838
clueweb12-0012wb-26-09643,21,0,0,0.832,0.000,0.000
clueweb12-0002wb-11-08460,968,4,0,0.787,0.567,0.000
clueweb12-0715wb-53-08305,392,5,18,0.759,0.744,0.682
clueweb12-0106wb-01-16428,75,1,1,0.825,0.888,0.595
clueweb12-1406wb-29-02471,118,1,6,0.804,0.888,0.811
clueweb12-0306wb-42-18850,222,6,23,0.757,0.684,0.624
clueweb12-0308wb-86-05984,401,6,27,0.803,0.694,0.908
clueweb12-1705wb-28-08586,2028,113,46,0.670,0.568,0.753
clueweb12-0800tw-03-20870,157,14,1,0.784,0.642,0.571
clueweb12-0612wb-18-10996,357,11,13,0.747,0.525,0.822
clueweb12-0204wb-77-34087,1120,24,7,0.750,0.644,0.767
clueweb12-0406wb-79-03421,1950,22,61,0.788,0.607,0.823
clueweb12-0206wb-66-09036,1922,137,17,0.728,0.606,0.731
clueweb12-0915wb-72-08693,0,0,0,0.000,0.000,0.000
clueweb12-1200tw-35-02776,0,0,0,0.000,0.000,0.000
clueweb12-1507wb-30-17039,561,48,16,0.749,0.644,0.776
clueweb12-0400wb-47-31544,266,3,1,0.771,0.745,0.963
clueweb12-0211wb-46-14804,46,1,2,0.800,0.888,0.766
clueweb12-0107wb-03-01063,171,0,0,0.775,0.000,0.000
clueweb12-0612wb-51-16327,237,4,1,0.753,0.717,0.595
clueweb12-0002wb-79-20777,7,0,0,0.732,0.000,0.000
clueweb12-1700tw-06-12082,653,9,21,0.782,0.770,0.936
clueweb12-1203wb-48-30696,106,1,0,0.676,0.888,0.000
clueweb12-1309wb-77-02833,96,7,1,0.725,0.588,0.657../data/clef16docs/clueweb12-0112wb-48-03966,2200,11,7,0.773,0.691,0.778
clueweb12-1413wb-67-01088,47,0,0,0.765,0.000,0.000
clueweb12-0210wb-29-03125,298,3,5,0.796,0.888,0.747
clueweb12-0301wb-90-10772,825,72,42,0.719,0.551,0.810
clueweb12-0006wb-33-34124,156,13,9,0.712,0.598,0.629
clueweb12-0400tw-31-17770,40,0,1,0.804,0.000,0.910
clueweb12-0000wb-20-19198,84,9,9,0.724,0.519,0.772
clueweb12-0716wb-87-06393,182,10,3,0.724,0.667,0.734
clueweb12-0206wb-46-18552,2129,71,46,0.757,0.651,0.901
clueweb12-1313wb-58-14084,225,21,4,0.760,0.572,0.796
clueweb12-0211wb-13-25539,0,0,0,0.000,0.000,0.000
clueweb12-1008wb-02-01696,9,0,0,0.699,0.000,0.000
clueweb12-0605wb-72-17081,303,2,3,0.745,0.678,0.772
clueweb12-1108wb-65-09169,676,22,4,0.782,0.733,0.854
clueweb12-1007wb-10-13249,35,0,0,0.808,0.000,0.000
clueweb12-1910wb-20-14072,8941,25,21,0.761,0.814,0.671
clueweb12-1302wb-10-28277,249,0,10,0.796,0.000,0.952
clueweb12-0602wb-35-30351,144,4,3,0.777,0.545,0.864
clueweb12-0206wb-07-18545,237,5,1,0.772,0.588,0.595
clueweb12-0207wb-35-15813,307,20,9,0.755,0.583,0.854
clueweb12-0909wb-72-21703,266,11,15,0.795,0.619,0.867
clueweb12-0913wb-55-22861,456,30,11,0.747,0.656,0.882
clueweb12-1602wb-17-01401,276,7,2,0.680,0.551,0.763
clueweb12-0008wb-45-30359,2282,62,21,0.715,0.548,0.735
clueweb12-0603wb-92-16400,61,6,3,0.763,0.756,0.900
clueweb12-1715wb-44-03088,318,9,15,0.768,0.525,0.750
clueweb12-1712wb-84-02947,392,25,6,0.747,0.664,0.888
clueweb12-0607wb-84-29358,92,2,0,0.804,0.688,0.000
clueweb12-1801wb-90-00448,0,0,0,0.000,0.000,0.000
clueweb12-0000wb-66-33658,77,7,0,0.790,0.764,0.000
clueweb12-0304wb-49-26302,0,0,0,0.000,0.000,0.000
clueweb12-1702wb-45-16079,255,5,24,0.767,0.621,0.823
clueweb12-1209wb-20-28507,638,8,8,0.713,0.620,0.857
clueweb12-0915wb-75-25184,1997,31,30,0.753,0.654,0.857
clueweb12-1712wb-06-29041,172,22,14,0.730,0.495,0.814
clueweb12-0708wb-93-09597,14,0,0,0.774,0.000,0.000
clueweb12-0000wb-34-11230,1144,27,5,0.738,0.502,0.803
clueweb12-1609wb-23-24410,52,0,4,0.760,0.000,0.712
clueweb12-1805wb-12-09751,0,0,0,0.000,0.000,0.000
clueweb12-0001wb-49-33652,97,1,4,0.793,0.888,0.784
clueweb12-0407wb-87-21892,245,4,3,0.766,0.660,0.945
clueweb12-0210wb-09-11601,35,0,0,0.663,0.000,0.000
clueweb12-0105wb-69-09038,1207,64,56,0.777,0.626,0.795
clueweb12-1110wb-18-05809,0,0,0,0.000,0.000,0.000
clueweb12-0704wb-81-24616,127,18,9,0.780,0.587,0.836
clueweb12-1812wb-22-10526,417,44,21,0.739,0.655,0.827
clueweb12-0003wb-18-16816,87,10,0,0.875,0.888,0.000
clueweb12-0108wb-78-02606,872,39,14,0.760,0.641,0.795
clueweb12-1609wb-28-11543,5570,58,51,0.725,0.598,0.929
clueweb12-0400tw-02-08153,99,4,4,0.796,0.384,0.955
clueweb12-0210wb-40-32331,514,1,4,0.807,0.637,0.799
clueweb12-0401tw-14-16982,0,0,0,0.000,0.000,0.000
clueweb12-0809wb-43-13722,162,1,1,0.785,0.304,0.832
clueweb12-0702wb-69-33663,87,0,0,0.779,0.000,0.000
clueweb12-0500wb-99-00432,0,0,0,0.000,0.000,0.000
clueweb12-0108wb-88-14135,125,8,9,0.752,0.602,0.817
clueweb12-1104wb-68-18831,37,0,1,0.849,0.000,0.847
clueweb12-0603wb-04-09270,1304,81,6,0.718,0.597,0.790
clueweb12-0409wb-26-30389,91,5,1,0.689,0.637,0.955
clueweb12-1700wb-28-29988,815,5,8,0.769,0.594,0.740
clueweb12-1508wb-94-22161,53,2,2,0.742,0.601,0.765
clueweb12-1407wb-83-10301,154,9,1,0.759,0.698,0.926
clueweb12-1010wb-19-24495,216,4,6,0.778,0.827,0.926
clueweb12-0001wb-40-32719,88,0,0,0.745,0.000,0.000
clueweb12-1615wb-62-11702,382,0,0,0.808,0.000,0.000
clueweb12-1612wb-00-14729,256,21,13,0.777,0.591,0.860
clueweb12-1800wb-11-16970,0,0,0,0.000,0.000,0.000
clueweb12-1203wb-49-33384,453,3,1,0.745,0.062,0.963
clueweb12-1107wb-27-13328,1345,37,18,0.697,0.597,0.635
clueweb12-1201wb-26-07602,292,1,4,0.751,0.588,0.595
clueweb12-0801wb-97-17056,1482,10,1,0.690,0.696,0.571
clueweb12-1312wb-78-13730,40,6,2,0.683,0.573,0.777
clueweb12-1715wb-34-12299,287,11,1,0.768,0.497,0.657
clueweb12-0005wb-65-17825,170,10,1,0.699,0.656,0.628
clueweb12-0700wb-44-01607,133,9,6,0.768,0.506,0.945
clueweb12-0304wb-00-27881,1354,11,23,0.775,0.678,0.695
clueweb12-0202wb-56-32072,910,1,4,0.779,0.888,0.831
clueweb12-1000tw-37-13297,2425,38,124,0.764,0.540,0.831
clueweb12-0800tw-21-02646,0,0,0,0.000,0.000,0.000
clueweb12-1804wb-19-04466,0,0,0,0.000,0.000,0.000
clueweb12-0101wb-54-10492,371,21,36,0.754,0.625,0.646
clueweb12-1809wb-06-16063,218,2,7,0.819,0.888,0.653
clueweb12-1107wb-20-15463,1145,27,6,0.742,0.641,0.774
clueweb12-1019wb-36-27400,1185,31,2,0.749,0.663,0.753
clueweb12-1116wb-72-21292,130,12,0,0.779,0.711,0.000
clueweb12-1213wb-09-01834,3954,203,16,0.721,0.639,0.824
clueweb12-0003wb-33-25609,86,1,0,0.664,0.678,0.000
clueweb12-0608wb-91-31965,6928,278,86,0.750,0.716,0.805
clueweb12-1000tw-65-16450,45,0,0,0.700,0.000,0.000
clueweb12-0005wb-42-27947,0,0,0,0.000,0.000,0.000
clueweb12-0400wb-04-25455,343,5,0,0.722,0.504,0.000
clueweb12-0611wb-99-23429,0,0,0,0.000,0.000,0.000
clueweb12-1106wb-03-09622,84,1,0,0.730,0.888,0.000
clueweb12-0915wb-96-27233,189,10,2,0.748,0.699,0.748
clueweb12-0710wb-93-01406,204,23,8,0.733,0.629,0.699
clueweb12-0400wb-74-17136,0,0,0,0.000,0.000,0.000
clueweb12-1017wb-36-14150,158,7,11,0.793,0.888,0.963
clueweb12-0205wb-67-18637,88,0,1,0.750,0.000,0.941
clueweb12-1903wb-42-28501,362,0,0,0.753,0.000,0.000
clueweb12-1805wb-92-17574,18,0,0,0.834,0.000,0.000
clueweb12-1808wb-00-10775,316,23,12,0.769,0.546,0.882
clueweb12-0210wb-86-03551,0,0,0,0.000,0.000,0.000
clueweb12-0307wb-39-04390,432,6,1,0.750,0.789,0.595
clueweb12-1101wb-43-21088,410,0,0,0.714,0.000,0.000
clueweb12-0404wb-91-22375,308,18,5,0.658,0.524,0.921
clueweb12-0817wb-08-22984,399,0,12,0.718,0.000,0.854
clueweb12-0103wb-48-02905,228,4,1,0.780,0.708,0.595
clueweb12-1115wb-28-27771,59,0,0,0.758,0.000,0.000
clueweb12-1400wb-06-21425,7681,414,326,0.748,0.624,0.903
clueweb12-0002wb-58-25678,211,8,9,0.738,0.643,0.579
clueweb12-1605wb-32-26514,464,2,2,0.700,0.770,0.794
clueweb12-0909wb-36-24860,3602,57,45,0.804,0.487,0.860
clueweb12-0707wb-36-07293,942,56,11,0.739,0.662,0.757
clueweb12-0203wb-88-18844,250,12,8,0.736,0.651,0.774
clueweb12-1306wb-90-30400,85,7,7,0.780,0.657,0.817../data/clef16docs/clueweb12-0005wb-89-09622,522,6,6,0.790,0.672,0.809
clueweb12-1210wb-93-08658,126,1,0,0.742,0.888,0.000
clueweb12-0400wb-17-03747,1119,49,55,0.650,0.549,0.727
clueweb12-0103wb-43-33109,0,0,0,0.000,0.000,0.000
clueweb12-0201wb-15-11791,1165,15,11,0.791,0.581,0.815
clueweb12-1808wb-63-15441,214,11,0,0.767,0.462,0.000
clueweb12-1207wb-01-04080,300,10,38,0.712,0.520,0.819
clueweb12-0509wb-73-19849,0,0,0,0.000,0.000,0.000
clueweb12-0005wb-98-25066,2103,62,7,0.678,0.568,0.678
clueweb12-0100tw-40-18868,3360,58,58,0.772,0.595,0.834
clueweb12-1814wb-16-07487,3,0,0,0.719,0.000,0.000
clueweb12-0109wb-58-13384,61,0,0,0.772,0.000,0.000
clueweb12-0311wb-60-02520,0,0,0,0.000,0.000,0.000
clueweb12-1107wb-62-04310,162,2,2,0.827,0.696,0.941
clueweb12-0100tw-75-12964,101,2,5,0.783,0.676,0.905
clueweb12-1717wb-07-10651,0,0,0,0.000,0.000,0.000
clueweb12-1304wb-64-13045,285,3,0,0.735,0.888,0.000
clueweb12-0612wb-20-24788,820,27,10,0.777,0.631,0.783
clueweb12-0600wb-74-33422,1262,179,80,0.776,0.641,0.937
clueweb12-0107wb-84-27838,0,0,0,0.000,0.000,0.000
clueweb12-1216wb-34-31397,61,0,2,0.778,0.000,0.959
clueweb12-1702wb-02-08206,91,1,0,0.744,0.678,0.000
clueweb12-0205wb-13-35146,471,0,1,0.771,0.000,0.941
clueweb12-0501wb-50-33832,1631,62,29,0.744,0.676,0.771
clueweb12-0101wb-83-07275,305,6,0,0.766,0.774,0.000
clueweb12-0401wb-88-05488,34,0,0,0.806,0.000,0.000
clueweb12-1911wb-86-10510,10,1,0,0.747,0.327,0.000
clueweb12-0411wb-11-06173,120,2,0,0.733,0.688,0.000
clueweb12-0112wb-06-15919,102,2,4,0.788,0.888,0.683
clueweb12-0001wb-32-08992,1240,8,1,0.761,0.468,1.000
clueweb12-1805wb-46-13524,1007,19,9,0.799,0.736,0.736
clueweb12-0009wb-86-17940,35,0,0,0.836,0.000,0.000
clueweb12-0205wb-97-13007,266,5,9,0.773,0.707,0.870
clueweb12-1700tw-37-04879,0,0,0,0.000,0.000,0.000
clueweb12-1502wb-86-29270,0,0,0,0.000,0.000,0.000
clueweb12-0102wb-44-30951,208,3,7,0.760,0.331,0.773
clueweb12-0208wb-91-24910,738,39,55,0.738,0.610,0.790
clueweb12-0105wb-03-04388,226,0,0,0.798,0.000,0.000
clueweb12-1702wb-38-23070,697,8,2,0.770,0.848,0.832
clueweb12-0906wb-57-12538,732,68,14,0.682,0.503,0.722
clueweb12-0800tw-61-15368,202,1,1,0.777,0.503,0.612
clueweb12-0714wb-68-11623,134,7,2,0.763,0.568,0.748
clueweb12-0310wb-58-14031,0,0,0,0.000,0.000,0.000
clueweb12-1804wb-72-17358,101,0,2,0.691,0.000,0.894
clueweb12-0201wb-76-03863,393,10,5,0.788,0.670,0.729
clueweb12-0301wb-35-09879,37,0,0,0.713,0.000,0.000
clueweb12-1807wb-29-32408,224,12,2,0.716,0.729,0.267
clueweb12-0916wb-07-12408,0,0,0,0.000,0.000,0.000
clueweb12-1714wb-84-03049,1187,76,47,0.762,0.710,0.835
clueweb12-0908wb-26-02740,14,0,0,0.813,0.000,0.000
clueweb12-1607wb-37-02714,95,1,0,0.781,0.678,0.000
clueweb12-1513wb-33-15759,0,0,0,0.000,0.000,0.000
clueweb12-1117wb-60-00784,543,8,20,0.765,0.637,0.764
clueweb12-0818wb-55-04149,970,2,3,0.788,0.502,0.733
clueweb12-1207wb-99-14395,0,0,0,0.000,0.000,0.000
clueweb12-0608wb-41-00822,9,0,0,0.829,0.000,0.000
clueweb12-0101wb-65-01133,140,7,0,0.739,0.448,0.000
clueweb12-0707wb-20-33215,254,1,4,0.781,0.578,0.923
clueweb12-0508wb-94-22644,1163,26,3,0.685,0.627,0.834
clueweb12-0914wb-72-06140,1384,5,2,0.685,0.746,0.963
clueweb12-1408wb-34-32784,25,0,0,0.723,0.000,0.000
clueweb12-0203wb-81-13705,467,0,0,0.759,0.000,0.000
clueweb12-0202wb-54-28832,2474,215,83,0.789,0.618,0.903
clueweb12-1014wb-99-04770,199,6,17,0.795,0.525,0.878
clueweb12-0302wb-34-16566,585,1,2,0.736,0.605,0.985
clueweb12-0500wb-10-20265,0,0,0,0.000,0.000,0.000
clueweb12-0106wb-32-00377,45,0,3,0.783,0.000,0.936
clueweb12-1009wb-10-00515,0,0,0,0.000,0.000,0.000
clueweb12-0100wb-53-08754,328,11,25,0.754,0.685,0.740
clueweb12-1315wb-65-00561,194,0,0,0.756,0.000,0.000
clueweb12-0003wb-81-12641,781,17,2,0.756,0.649,0.761
clueweb12-1302wb-09-26872,41,0,2,0.784,0.000,0.940
clueweb12-0109wb-81-01919,758,24,38,0.726,0.619,0.652
clueweb12-1800tw-05-20249,0,0,0,0.000,0.000,0.000
clueweb12-0900wb-65-02460,0,0,0,0.000,0.000,0.000
clueweb12-1813wb-13-21611,62,0,0,0.754,0.000,0.000
clueweb12-1804wb-90-10004,7,1,0,0.808,0.454,0.000
clueweb12-0104wb-43-28769,3515,15,110,0.802,0.634,0.758
clueweb12-0813wb-46-12013,0,0,0,0.000,0.000,0.000
clueweb12-1314wb-57-02916,697,12,10,0.768,0.553,0.887
clueweb12-0200wb-20-17923,302,4,3,0.794,0.760,0.957
clueweb12-1007wb-24-26906,3146,268,137,0.739,0.602,0.784
clueweb12-0006wb-89-20139,59,0,0,0.758,0.000,0.000
clueweb12-0800tw-58-16572,3089,343,166,0.782,0.668,0.947
clueweb12-0105wb-38-33203,13274,801,107,0.732,0.560,0.703
clueweb12-1102wb-83-08356,0,0,0,0.000,0.000,0.000
clueweb12-0304wb-28-20960,491,4,16,0.807,0.752,0.872
clueweb12-1114wb-60-07177,114,0,0,0.797,0.000,0.000
clueweb12-1309wb-81-22935,65,6,2,0.781,0.632,0.955
clueweb12-0107wb-57-02299,298,21,0,0.727,0.532,0.000
clueweb12-0610wb-41-29074,4224,20,52,0.792,0.626,0.772
clueweb12-0501wb-59-09889,262,12,5,0.686,0.654,0.707
clueweb12-0013wb-85-11838,750,88,15,0.713,0.529,0.710
clueweb12-0104wb-90-12726,684,51,40,0.742,0.638,0.697
clueweb12-0302wb-48-22285,204,0,1,0.786,0.000,0.832
clueweb12-0003wb-43-04495,1372,19,8,0.811,0.642,0.837
clueweb12-0300wb-55-27009,215,1,5,0.752,0.888,0.787
clueweb12-1500wb-06-15087,118,0,4,0.751,0.000,0.803
clueweb12-0108wb-66-10381,449,23,31,0.788,0.689,0.810
clueweb12-0108wb-99-33551,0,0,0,0.000,0.000,0.000
clueweb12-1802wb-11-23971,26,0,0,0.826,0.000,0.000
clueweb12-0012wb-49-29894,0,0,0,0.000,0.000,0.000
clueweb12-0906wb-30-07243,514,11,11,0.784,0.577,0.829
clueweb12-0509wb-23-14199,1204,39,1,0.783,0.691,0.941
clueweb12-0504wb-91-14399,1349,52,25,0.766,0.648,0.767
clueweb12-0610wb-41-14210,0,0,0,0.000,0.000,0.000
clueweb12-0208wb-92-16674,258,0,0,0.758,0.000,0.000
clueweb12-0102wb-26-05865,700,84,26,0.714,0.647,0.797
clueweb12-1913wb-84-03925,1154,18,15,0.689,0.643,0.547
clueweb12-0106wb-56-08619,679,12,23,0.784,0.788,0.803
clueweb12-0601wb-41-34205,577,54,13,0.707,0.570,0.736
clueweb12-0009wb-76-08485,815,11,13,0.772,0.580,0.761
clueweb12-0209wb-02-13674,166,0,0,0.845,0.000,0.000
clueweb12-0301wb-75-22256,740,10,1,0.687,0.607,0.926
clueweb12-1304wb-52-06281,109,1,11,0.740,0.766,0.620../data/clef16docs/clueweb12-0209wb-03-20140,320,15,28,0.769,0.634,0.792
clueweb12-1206wb-84-06446,229,4,0,0.780,0.888,0.000
clueweb12-0106wb-25-15199,1404,41,71,0.729,0.567,0.705
clueweb12-0302wb-26-03547,0,0,0,0.000,0.000,0.000
clueweb12-0312wb-25-25822,149,3,22,0.808,0.823,0.771
clueweb12-0503wb-26-17824,144,21,0,0.780,0.667,0.000
clueweb12-0306wb-74-06211,51,3,1,0.673,0.514,0.618
clueweb12-0812wb-12-12155,2371,25,17,0.749,0.731,0.692
clueweb12-1010wb-33-18777,138,0,1,0.751,0.000,0.926
clueweb12-0004wb-12-27503,182,0,2,0.741,0.000,0.687
clueweb12-0012wb-66-20282,146,0,4,0.721,0.000,0.900
clueweb12-1913wb-84-03197,15,0,0,0.742,0.000,0.000
clueweb12-1315wb-92-05106,419,3,4,0.772,0.748,0.865
clueweb12-0003wb-24-03588,1187,54,7,0.759,0.547,0.810
clueweb12-1613wb-04-24328,2377,8,59,0.783,0.472,0.635
clueweb12-0806wb-27-15968,0,0,0,0.000,0.000,0.000
clueweb12-1107wb-01-15850,937,18,4,0.708,0.422,0.506
clueweb12-0914wb-48-03818,2011,23,40,0.738,0.797,0.639
clueweb12-0910wb-38-01798,0,0,0,0.000,0.000,0.000
clueweb12-0817wb-25-10998,856,47,15,0.713,0.535,0.607
clueweb12-0101wb-78-18655,0,0,0,0.000,0.000,0.000
clueweb12-0010wb-11-03126,25,0,0,0.760,0.000,0.000
clueweb12-1214wb-25-04694,669,80,5,0.710,0.706,0.634
clueweb12-1905wb-90-17828,63,12,0,0.685,0.342,0.000
clueweb12-0102wb-14-05637,221,1,11,0.747,0.627,0.792
clueweb12-0304wb-47-12647,991,20,18,0.800,0.529,0.729
clueweb12-1217wb-91-05015,438,35,4,0.745,0.440,0.675
clueweb12-1808wb-95-19794,1366,26,7,0.671,0.538,0.620
clueweb12-1902wb-86-30179,2693,62,43,0.729,0.710,0.739
clueweb12-1017wb-90-24288,220,18,5,0.775,0.660,0.812
clueweb12-0303wb-35-04530,35,0,0,0.758,0.000,0.000
clueweb12-0705wb-61-16286,0,0,0,0.000,0.000,0.000
clueweb12-0211wb-46-05656,243,2,5,0.726,0.790,0.729
clueweb12-1908wb-80-29530,217,1,9,0.797,0.608,0.559
clueweb12-0603wb-76-11579,412,8,10,0.783,0.776,0.689
clueweb12-0308wb-46-25328,116,1,0,0.780,0.639,0.000
clueweb12-1603wb-02-35925,1825,45,32,0.655,0.567,0.775
clueweb12-1000tw-05-17167,18,0,0,0.604,0.000,0.000
clueweb12-1208wb-58-14977,522,49,18,0.734,0.642,0.827
clueweb12-1507wb-95-11841,11022,77,319,0.771,0.544,0.881
clueweb12-1600tw-41-09548,158,4,6,0.782,0.833,0.708
clueweb12-1614wb-22-21141,1704,111,3,0.757,0.418,0.948
clueweb12-1812wb-35-02863,0,0,0,0.000,0.000,0.000
clueweb12-1712wb-20-21618,256,5,9,0.755,0.749,0.712
clueweb12-0603wb-56-06973,1203,46,0,0.714,0.520,0.000
clueweb12-1514wb-78-12374,0,0,0,0.000,0.000,0.000
clueweb12-1018wb-73-17341,0,0,0,0.000,0.000,0.000
clueweb12-0303wb-34-26192,619,47,13,0.750,0.607,0.778
clueweb12-1902wb-87-18909,553,4,6,0.764,0.888,0.740
clueweb12-1712wb-99-18369,162,0,1,0.735,0.000,0.711
clueweb12-0410wb-35-10613,1946,18,3,0.744,0.422,0.504
clueweb12-0003wb-72-22987,56,0,0,0.799,0.000,0.000
clueweb12-0805wb-52-19872,4444,361,137,0.756,0.728,0.827
clueweb12-1312wb-67-29691,0,0,0,0.000,0.000,0.000
clueweb12-1300tw-49-15968,39,0,3,0.744,0.000,0.856
clueweb12-0412wb-17-25342,132,7,1,0.759,0.694,0.676
clueweb12-0405wb-30-28064,25,0,0,0.762,0.000,0.000
clueweb12-0608wb-43-13584,167,0,15,0.800,0.000,0.910
clueweb12-1910wb-22-01620,844,12,17,0.759,0.593,0.737
clueweb12-0000wb-15-21853,2869,98,16,0.699,0.746,0.713
clueweb12-0306wb-27-35169,70,2,0,0.805,0.763,0.000
clueweb12-0710wb-30-13153,0,0,0,0.000,0.000,0.000
clueweb12-1905wb-47-11580,46,0,1,0.780,0.000,0.926
clueweb12-1811wb-19-04452,148,10,13,0.732,0.622,0.719
clueweb12-0807wb-84-14887,86,1,0,0.739,0.445,0.000
clueweb12-1708wb-12-26727,667,30,72,0.766,0.527,0.817
clueweb12-0712wb-24-26567,147,13,12,0.742,0.711,0.677
clueweb12-0818wb-29-02385,1517,30,57,0.765,0.708,0.822
clueweb12-0401wb-30-12183,0,0,0,0.000,0.000,0.000
clueweb12-0712wb-96-04022,225,1,9,0.756,0.327,0.670
clueweb12-1510wb-27-10377,431,38,14,0.752,0.649,0.832
clueweb12-0310wb-95-05327,114,0,0,0.770,0.000,0.000
