filename,n_chv_concepts,n_chv_dsyn_concepts,n_chv_sosy_concepts,avg_chv_value_all,avg_chv_value_dsyn,avg_chv_value_sosy,n_msh_concepts,n_msh_dsyn_concepts,n_msh_sosy_concepts,avg_tree_length_all,avg_tree_length_dsyn,avg_tree_length_sosy
clueweb12-1913wb-23-04325,437.0,29.0,34.0,0.685,0.448,0.61,261.0,27.0,29.0,6.69,6.815,8.207
clueweb12-1107wb-15-17011,529.0,9.0,2.0,0.73,0.624,0.721,342.0,16.0,2.0,4.854,4.625,8.0
clueweb12-0300wb-36-27622,329.0,2.0,6.0,0.804,0.532,0.85,211.0,2.0,5.0,5.498,3.0,12.4
clueweb12-1907wb-52-07783,17.0,0.0,0.0,0.83,0.0,0.0,12.0,0.0,0.0,5.5,0.0,0.0
clueweb12-0311wb-29-31985,307.0,8.0,4.0,0.737,0.639,0.805,184.0,10.0,3.0,4.56,3.7,16.0
clueweb12-0012wb-69-24315,251.0,4.0,14.0,0.729,0.791,0.79,133.0,3.0,8.0,4.699,3.333,10.375
clueweb12-0708wb-07-22496,901.0,88.0,2.0,0.738,0.6,0.671,576.0,87.0,2.0,5.88,7.264,5.0
clueweb12-1804wb-18-00881,208.0,20.0,20.0,0.725,0.597,0.769,143.0,20.0,19.0,5.601,5.2,5.895
clueweb12-1911wb-89-05798,287.0,26.0,0.0,0.758,0.553,0.0,185.0,28.0,0.0,6.778,5.571,0.0
clueweb12-1909wb-94-03747,946.0,115.0,12.0,0.74,0.623,0.912,594.0,115.0,2.0,6.091,9.4,5.0
clueweb12-0304wb-88-26150,611.0,21.0,47.0,0.748,0.676,0.77,325.0,21.0,38.0,5.692,4.143,6.789
clueweb12-1203wb-08-25076,121.0,4.0,3.0,0.791,0.506,0.955,62.0,5.0,3.0,6.339,16.2,13.0
clueweb12-0203wb-37-11498,92.0,2.0,2.0,0.745,0.593,0.711,80.0,1.0,2.0,4.138,7.0,3.0
clueweb12-0916wb-36-10926,136.0,15.0,0.0,0.77,0.54,0.0,76.0,17.0,0.0,4.421,5.118,0.0
clueweb12-0000wb-18-01157,244.0,5.0,6.0,0.773,0.737,0.955,132.0,5.0,8.0,5.106,4.4,11.125
clueweb12-0011wb-45-01598,1121.0,11.0,1.0,0.74,0.547,0.595,675.0,23.0,1.0,6.999,14.304,10.0
clueweb12-0000wb-20-19324,201.0,12.0,0.0,0.714,0.616,0.0,108.0,12.0,0.0,5.194,6.583,0.0
clueweb12-0106wb-53-02776,495.0,15.0,50.0,0.724,0.561,0.81,327.0,18.0,44.0,6.153,5.278,8.136
clueweb12-0207wb-95-28910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0003wb-61-27577,112.0,0.0,0.0,0.674,0.0,0.0,51.0,0.0,0.0,4.745,0.0,0.0
clueweb12-0004wb-38-00573,363.0,17.0,8.0,0.702,0.537,0.602,214.0,19.0,6.0,6.061,6.842,6.0
clueweb12-0808wb-59-12416,130.0,1.0,7.0,0.748,0.888,0.825,64.0,1.0,4.0,5.125,3.0,11.5
clueweb12-0901wb-96-10658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0010wb-73-11330,3281.0,21.0,49.0,0.823,0.639,0.818,1664.0,41.0,36.0,6.051,8.439,8.194
clueweb12-1703wb-30-25207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1306wb-08-22778,69.0,3.0,3.0,0.8,0.766,0.806,38.0,3.0,2.0,6.842,3.667,12.5
clueweb12-0501wb-94-19276,477.0,29.0,5.0,0.731,0.616,0.788,267.0,32.0,3.0,6.034,6.438,6.333
clueweb12-0512wb-44-31860,48.0,2.0,0.0,0.754,0.888,0.0,28.0,3.0,0.0,5.25,3.333,0.0
clueweb12-0410wb-02-09922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0603wb-61-00619,22.0,0.0,0.0,0.723,0.0,0.0,22.0,0.0,0.0,4.318,0.0,0.0
clueweb12-0500wb-15-00753,345.0,30.0,4.0,0.74,0.631,0.827,188.0,33.0,3.0,5.878,9.515,6.333
clueweb12-1210wb-36-10971,9631.0,62.0,43.0,0.748,0.76,0.836,5332.0,84.0,21.0,7.683,4.643,6.048
clueweb12-0308wb-86-08416,109.0,7.0,0.0,0.746,0.67,0.0,72.0,8.0,0.0,5.792,6.625,0.0
clueweb12-1707wb-72-10000,2223.0,21.0,45.0,0.804,0.671,0.926,1158.0,24.0,2.0,5.119,7.917,8.5
clueweb12-0601wb-90-04516,1361.0,24.0,12.0,0.738,0.673,0.72,828.0,21.0,13.0,4.822,6.143,8.923
clueweb12-0910wb-33-22246,297.0,3.0,24.0,0.765,0.807,0.758,188.0,6.0,17.0,7.101,7.833,7.353
clueweb12-1611wb-10-00787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0207wb-14-19021,290.0,10.0,2.0,0.749,0.715,0.711,166.0,10.0,1.0,5.102,3.5,2.0
clueweb12-0709wb-57-28864,42.0,3.0,0.0,0.721,0.621,0.0,37.0,3.0,0.0,4.486,4.667,0.0
clueweb12-0307wb-25-14814,286.0,5.0,4.0,0.785,0.435,0.825,166.0,6.0,1.0,7.735,10.167,8.0
clueweb12-0100tw-07-16606,27.0,0.0,2.0,0.799,0.0,0.898,17.0,0.0,0.0,5.059,0.0,0.0
clueweb12-1006wb-56-22756,1163.0,13.0,36.0,0.751,0.706,0.748,661.0,19.0,22.0,5.495,5.579,6.682
clueweb12-0210wb-99-03556,315.0,2.0,18.0,0.694,0.688,0.757,218.0,2.0,19.0,6.899,5.0,7.526
clueweb12-0306wb-81-00475,510.0,43.0,2.0,0.709,0.512,0.904,301.0,44.0,2.0,8.073,18.636,3.5
clueweb12-0301wb-07-26547,64.0,2.0,0.0,0.728,0.766,0.0,47.0,4.0,0.0,4.447,4.0,0.0
clueweb12-1600wb-84-31108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0202wb-07-14367,2758.0,64.0,46.0,0.761,0.751,0.861,1799.0,80.0,34.0,4.191,3.8,9.059
clueweb12-0006wb-68-00965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0303wb-88-25324,235.0,0.0,4.0,0.817,0.0,0.731,134.0,0.0,2.0,6.91,0.0,5.0
clueweb12-1811wb-21-22983,305.0,3.0,0.0,0.721,0.581,0.0,170.0,2.0,0.0,6.247,4.5,0.0
clueweb12-1218wb-06-01291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1000wb-47-19810,370.0,0.0,7.0,0.761,0.0,0.893,191.0,0.0,5.0,4.691,0.0,9.8
clueweb12-1217wb-39-01401,428.0,37.0,38.0,0.748,0.653,0.688,248.0,39.0,33.0,5.331,4.949,7.273
clueweb12-1607wb-53-19079,946.0,1.0,2.0,0.791,0.696,0.779,397.0,29.0,2.0,4.72,4.0,11.0
clueweb12-1604wb-25-27794,36.0,0.0,0.0,0.758,0.0,0.0,24.0,0.0,0.0,6.583,0.0,0.0
clueweb12-1910wb-01-30598,776.0,39.0,17.0,0.763,0.634,0.79,432.0,43.0,13.0,6.428,5.558,5.0
clueweb12-0207wb-66-01750,100.0,0.0,0.0,0.71,0.0,0.0,59.0,1.0,0.0,4.864,3.0,0.0
clueweb12-1609wb-73-08402,815.0,56.0,39.0,0.739,0.627,0.806,548.0,57.0,30.0,5.128,3.491,8.6
clueweb12-1503wb-84-24734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0302wb-08-17152,4079.0,192.0,81.0,0.732,0.633,0.753,2793.0,224.0,36.0,5.577,4.518,7.139
clueweb12-1307wb-32-02456,228.0,23.0,8.0,0.751,0.639,0.819,135.0,24.0,5.0,4.807,3.792,6.0
clueweb12-0008wb-72-10985,192.0,4.0,0.0,0.796,0.703,0.0,102.0,4.0,0.0,4.98,7.25,0.0
clueweb12-1903wb-84-24641,107.0,0.0,0.0,0.703,0.0,0.0,58.0,0.0,0.0,4.121,0.0,0.0
clueweb12-0201wb-43-12543,23.0,1.0,0.0,0.69,0.473,0.0,16.0,1.0,0.0,6.0,6.0,0.0
clueweb12-0200wb-95-03628,995.0,56.0,2.0,0.732,0.609,0.571,471.0,78.0,2.0,6.053,5.897,2.0
clueweb12-0403wb-75-00098,56.0,0.0,0.0,0.76,0.0,0.0,26.0,0.0,0.0,5.5,0.0,0.0
clueweb12-0609wb-23-29262,3555.0,113.0,62.0,0.727,0.564,0.759,1928.0,106.0,42.0,5.711,5.358,6.357
clueweb12-0506wb-96-06401,454.0,38.0,8.0,0.788,0.694,0.862,251.0,42.0,6.0,5.566,5.476,6.167
clueweb12-1914wb-02-16979,1206.0,64.0,12.0,0.775,0.684,0.722,670.0,70.0,9.0,5.393,7.186,10.111
clueweb12-1600wb-15-17453,789.0,4.0,3.0,0.75,0.722,0.608,407.0,5.0,4.0,4.943,6.0,6.25
clueweb12-0201wb-04-25082,67.0,6.0,1.0,0.764,0.628,0.926,32.0,6.0,0.0,4.312,3.0,0.0
clueweb12-1511wb-21-28752,20.0,1.0,0.0,0.689,0.511,0.0,10.0,1.0,0.0,5.7,4.0,0.0
clueweb12-0104wb-62-07290,225.0,14.0,24.0,0.747,0.816,0.633,144.0,13.0,23.0,4.542,3.308,4.609
clueweb12-1603wb-10-05841,32.0,1.0,0.0,0.792,0.888,0.0,26.0,1.0,0.0,4.577,3.0,0.0
clueweb12-1900tw-29-09130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0111wb-19-01637,149.0,0.0,1.0,0.796,0.0,0.955,75.0,0.0,1.0,4.04,0.0,13.0
clueweb12-1810wb-55-10328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0500wb-75-09937,94.0,0.0,0.0,0.734,0.0,0.0,48.0,0.0,0.0,7.896,0.0,0.0
clueweb12-0403wb-37-14691,2145.0,40.0,54.0,0.677,0.574,0.756,1202.0,42.0,45.0,6.05,5.667,8.622
clueweb12-0211wb-60-32882,345.0,11.0,0.0,0.829,0.86,0.0,204.0,11.0,0.0,3.956,2.818,0.0
clueweb12-0817wb-43-03279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0104wb-12-21859,287.0,26.0,0.0,0.758,0.553,0.0,185.0,28.0,0.0,6.778,5.571,0.0
clueweb12-0106wb-00-18458,1113.0,15.0,5.0,0.767,0.745,0.89,595.0,16.0,1.0,3.978,3.25,3.0
clueweb12-0301wb-21-21704,93.0,4.0,4.0,0.789,0.706,0.864,75.0,7.0,2.0,6.2,11.143,8.0
clueweb12-0012wb-41-28405,33.0,3.0,2.0,0.731,0.584,0.641,25.0,3.0,2.0,5.88,6.0,2.5
clueweb12-1808wb-65-16467,609.0,26.0,34.0,0.727,0.673,0.711,339.0,28.0,31.0,5.906,4.714,7.129
clueweb12-0500wb-06-15411,23.0,0.0,0.0,0.679,0.0,0.0,16.0,0.0,0.0,5.312,0.0,0.0
clueweb12-0013wb-81-07414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0007wb-03-13838,373.0,6.0,6.0,0.788,0.809,0.955,260.0,8.0,6.0,4.769,6.25,13.0
clueweb12-0309wb-87-29035,41.0,1.0,0.0,0.775,0.9,0.0,23.0,0.0,0.0,5.348,0.0,0.0
clueweb12-1713wb-69-24681,12.0,0.0,0.0,0.824,0.0,0.0,7.0,0.0,0.0,8.143,0.0,0.0
clueweb12-1214wb-28-06633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0003wb-89-26366,94.0,5.0,0.0,0.728,0.468,0.0,52.0,5.0,0.0,5.462,4.6,0.0
clueweb12-1711wb-84-10470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0211wb-71-29854,143.0,0.0,0.0,0.722,0.0,0.0,91.0,0.0,0.0,5.923,0.0,0.0
clueweb12-0505wb-03-17440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0300wb-38-23935,199.0,4.0,10.0,0.764,0.75,0.738,113.0,4.0,9.0,7.239,3.25,7.556
clueweb12-0202wb-26-26891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0003wb-46-40269,265.0,2.0,6.0,0.748,0.632,0.893,170.0,2.0,5.0,7.129,5.5,10.4
clueweb12-0408wb-25-35294,78.0,2.0,2.0,0.758,0.671,0.955,39.0,2.0,2.0,5.564,4.0,13.0
clueweb12-0404wb-06-22176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0004wb-11-05440,2022.0,33.0,6.0,0.672,0.562,0.657,983.0,31.0,0.0,5.622,4.355,0.0
clueweb12-0407wb-75-21954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1905wb-30-00133,109.0,0.0,7.0,0.805,0.0,0.9,64.0,0.0,7.0,5.781,0.0,11.429
clueweb12-0604wb-78-12562,40.0,0.0,0.0,0.791,0.0,0.0,19.0,0.0,0.0,5.105,0.0,0.0
clueweb12-1701wb-20-31030,645.0,7.0,10.0,0.762,0.683,0.827,346.0,7.0,8.0,4.824,6.0,9.375
clueweb12-0705wb-51-13095,465.0,7.0,5.0,0.685,0.654,0.687,294.0,8.0,2.0,5.711,5.375,8.5
clueweb12-0302wb-83-01315,461.0,10.0,4.0,0.705,0.753,0.802,248.0,10.0,3.0,5.851,4.3,7.0
clueweb12-0508wb-56-22781,138.0,2.0,1.0,0.778,0.888,0.926,67.0,2.0,0.0,4.299,3.0,0.0
clueweb12-1514wb-18-03661,2975.0,203.0,99.0,0.766,0.607,0.821,1718.0,216.0,78.0,5.264,5.676,9.397
clueweb12-1616wb-28-05301,2015.0,132.0,34.0,0.691,0.559,0.789,1181.0,142.0,20.0,6.142,6.894,10.15
clueweb12-0909wb-20-01183,1064.0,14.0,19.0,0.786,0.728,0.718,526.0,15.0,16.0,6.032,3.333,6.375
clueweb12-0910wb-05-24825,152.0,4.0,15.0,0.805,0.74,0.615,100.0,5.0,13.0,5.6,4.8,8.692
clueweb12-1000wb-01-07091,159.0,2.0,4.0,0.812,0.888,0.926,83.0,2.0,0.0,4.229,3.0,0.0
clueweb12-1612wb-61-21824,279.0,2.0,3.0,0.772,0.675,0.687,171.0,4.0,2.0,5.55,4.75,3.5
clueweb12-0211wb-06-14500,320.0,18.0,3.0,0.787,0.765,0.757,176.0,18.0,1.0,5.131,6.667,20.0
clueweb12-1809wb-91-15556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0001wb-01-16240,2296.0,206.0,6.0,0.718,0.61,0.645,1417.0,219.0,4.0,6.752,9.068,4.5
clueweb12-0713wb-74-15958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0408wb-84-13153,28.0,1.0,0.0,0.773,0.871,0.0,13.0,0.0,0.0,7.0,0.0,0.0
clueweb12-0310wb-04-29917,259.0,4.0,8.0,0.733,0.888,0.693,147.0,5.0,8.0,5.755,3.8,9.625
clueweb12-0310wb-33-13507,30.0,0.0,0.0,0.699,0.0,0.0,22.0,0.0,0.0,5.955,0.0,0.0
clueweb12-0105wb-07-31187,161.0,1.0,12.0,0.81,0.888,0.934,90.0,1.0,11.0,6.0,3.0,12.545
clueweb12-1305wb-80-09596,350.0,8.0,2.0,0.736,0.745,0.688,230.0,9.0,2.0,5.187,2.889,4.0
clueweb12-0903wb-11-08959,9.0,0.0,0.0,0.844,0.0,0.0,6.0,0.0,0.0,4.667,0.0,0.0
clueweb12-0503wb-89-23051,314.0,1.0,3.0,0.795,0.327,0.892,184.0,1.0,0.0,4.951,22.0,0.0
clueweb12-0405wb-24-26697,82.0,0.0,3.0,0.806,0.0,0.924,50.0,1.0,1.0,8.96,19.0,9.0
clueweb12-1812wb-64-01668,43.0,1.0,0.0,0.856,0.678,0.0,28.0,1.0,0.0,4.179,3.0,0.0
clueweb12-0612wb-34-12088,606.0,14.0,29.0,0.751,0.647,0.892,358.0,13.0,22.0,5.084,3.077,12.727
clueweb12-1904wb-03-09340,218.0,16.0,11.0,0.773,0.5,0.821,117.0,16.0,11.0,6.65,5.875,8.182
clueweb12-1500tw-99-11919,300.0,7.0,7.0,0.798,0.74,0.875,154.0,8.0,7.0,7.786,10.375,10.714
clueweb12-0204wb-06-24798,258.0,3.0,2.0,0.764,0.603,0.668,123.0,3.0,2.0,10.13,6.333,8.0
clueweb12-1314wb-40-00489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1006wb-17-22043,292.0,7.0,0.0,0.69,0.837,0.0,222.0,7.0,0.0,5.563,3.0,0.0
clueweb12-1217wb-55-01443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0102wb-75-23763,123.0,14.0,12.0,0.714,0.482,0.868,78.0,14.0,12.0,7.051,12.786,10.583
clueweb12-0917wb-42-08661,305.0,14.0,4.0,0.741,0.58,0.652,157.0,14.0,2.0,5.236,4.714,6.0
clueweb12-0212wb-22-13050,159.0,0.0,0.0,0.791,0.0,0.0,78.0,0.0,0.0,5.526,0.0,0.0
clueweb12-0208wb-11-07692,256.0,9.0,5.0,0.784,0.664,0.773,134.0,11.0,5.0,4.44,3.636,5.0
clueweb12-1508wb-10-08964,45.0,6.0,1.0,0.778,0.756,0.963,37.0,6.0,0.0,6.486,5.333,0.0
clueweb12-0500wb-46-09919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1108wb-02-21013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0211wb-52-15040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1217wb-40-18422,4405.0,215.0,128.0,0.749,0.618,0.854,2538.0,247.0,103.0,5.073,5.551,11.456
clueweb12-1601wb-59-15900,235.0,7.0,6.0,0.772,0.733,0.807,149.0,8.0,5.0,5.376,6.25,8.0
clueweb12-1201wb-45-21544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0000wb-20-16092,39.0,4.0,6.0,0.731,0.608,0.766,25.0,4.0,4.0,6.12,6.0,5.5
clueweb12-1913wb-84-02301,3291.0,44.0,61.0,0.705,0.692,0.753,1887.0,51.0,57.0,7.597,5.294,8.719
clueweb12-1707wb-82-00175,328.0,4.0,3.0,0.715,0.782,0.874,171.0,4.0,2.0,5.491,3.25,9.5
clueweb12-0101wb-56-22552,264.0,7.0,12.0,0.812,0.599,0.883,134.0,7.0,7.0,5.978,5.571,11.571
clueweb12-0915wb-72-09265,110.0,8.0,1.0,0.748,0.561,0.955,53.0,10.0,1.0,4.736,7.7,13.0
clueweb12-1806wb-37-20869,128.0,0.0,0.0,0.823,0.0,0.0,56.0,1.0,0.0,4.821,4.0,0.0
clueweb12-0700tw-64-15744,148.0,3.0,0.0,0.809,0.438,0.0,96.0,2.0,0.0,6.365,22.0,0.0
clueweb12-0205wb-55-00995,408.0,6.0,2.0,0.731,0.683,0.708,216.0,5.0,1.0,4.889,4.8,7.0
clueweb12-0003wb-23-04199,120.0,7.0,1.0,0.724,0.578,0.6,80.0,6.0,1.0,4.775,4.833,4.0
clueweb12-0403wb-59-01803,485.0,0.0,1.0,0.8,0.0,0.941,208.0,0.0,1.0,6.067,0.0,8.0
clueweb12-0307wb-76-19093,343.0,41.0,11.0,0.743,0.657,0.885,191.0,25.0,4.0,5.634,7.76,10.0
clueweb12-0715wb-45-22548,921.0,4.0,13.0,0.772,0.705,0.941,468.0,9.0,10.0,5.865,8.444,11.8
clueweb12-0302wb-84-34886,449.0,6.0,0.0,0.682,0.51,0.0,262.0,6.0,0.0,5.107,4.5,0.0
clueweb12-1608wb-86-27986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1516wb-72-19643,246.0,10.0,2.0,0.706,0.701,0.959,157.0,10.0,1.0,4.739,3.4,13.0
clueweb12-0909wb-76-05845,350.0,10.0,0.0,0.716,0.56,0.0,199.0,11.0,0.0,5.256,6.0,0.0
clueweb12-0003wb-91-22868,105.0,13.0,0.0,0.799,0.654,0.0,59.0,13.0,0.0,5.254,6.462,0.0
clueweb12-1716wb-30-02377,80.0,2.0,3.0,0.769,0.484,0.908,45.0,2.0,2.0,6.178,17.0,6.0
clueweb12-0917wb-99-19784,157.0,19.0,6.0,0.755,0.623,0.856,98.0,17.0,3.0,6.184,12.176,8.667
clueweb12-1812wb-21-02240,226.0,30.0,8.0,0.74,0.547,0.766,143.0,30.0,6.0,5.825,5.433,10.833
clueweb12-1309wb-62-08104,207.0,2.0,0.0,0.731,0.738,0.0,126.0,4.0,0.0,3.921,2.5,0.0
clueweb12-1612wb-58-06260,21.0,0.0,4.0,0.766,0.0,0.632,12.0,0.0,2.0,5.333,0.0,4.0
clueweb12-0210wb-77-06026,286.0,9.0,5.0,0.741,0.692,0.775,171.0,10.0,5.0,5.62,4.7,7.0
clueweb12-1215wb-75-28925,1560.0,104.0,77.0,0.763,0.529,0.834,967.0,108.0,72.0,5.906,6.231,9.583
clueweb12-0308wb-71-18290,127.0,2.0,4.0,0.802,0.567,0.876,71.0,2.0,5.0,4.803,5.5,6.8
clueweb12-0303wb-52-22225,1231.0,98.0,91.0,0.759,0.709,0.841,702.0,96.0,75.0,8.174,5.5,8.12
clueweb12-0412wb-22-01812,204.0,13.0,1.0,0.745,0.702,0.686,136.0,12.0,0.0,4.75,4.333,0.0
clueweb12-0103wb-06-19878,27.0,0.0,0.0,0.85,0.0,0.0,23.0,0.0,0.0,5.087,0.0,0.0
clueweb12-0202wb-89-01820,836.0,29.0,12.0,0.732,0.546,0.736,499.0,28.0,10.0,5.196,5.571,6.9
clueweb12-0212wb-13-03633,282.0,2.0,8.0,0.797,0.627,0.753,131.0,2.0,8.0,6.176,6.0,6.25
clueweb12-0612wb-53-10658,2305.0,121.0,99.0,0.714,0.555,0.672,1447.0,131.0,87.0,6.062,5.588,4.552
clueweb12-1103wb-31-07225,194.0,1.0,3.0,0.769,0.888,0.882,80.0,1.0,1.0,5.575,3.0,6.0
clueweb12-0704wb-66-19674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1117wb-19-06169,136.0,3.0,2.0,0.775,0.454,0.959,85.0,0.0,1.0,6.941,0.0,13.0
clueweb12-0501wb-75-23783,16.0,0.0,0.0,0.802,0.0,0.0,7.0,0.0,0.0,3.286,0.0,0.0
clueweb12-1812wb-53-11809,156.0,1.0,0.0,0.751,0.561,0.0,96.0,2.0,0.0,7.531,3.0,0.0
clueweb12-0604wb-36-02127,3577.0,552.0,57.0,0.708,0.546,0.756,2021.0,429.0,42.0,6.423,9.949,6.0
clueweb12-0509wb-53-01778,110.0,3.0,2.0,0.72,0.471,0.848,69.0,3.0,2.0,5.203,3.0,9.5
clueweb12-0408wb-28-30873,54.0,1.0,0.0,0.793,0.888,0.0,32.0,2.0,0.0,6.281,15.5,0.0
clueweb12-0912wb-43-07871,250.0,3.0,9.0,0.726,0.893,0.681,156.0,4.0,7.0,7.712,4.25,7.429
clueweb12-0408wb-24-01125,121.0,23.0,0.0,0.769,0.73,0.0,83.0,23.0,1.0,5.494,8.087,9.0
clueweb12-1106wb-70-11682,522.0,8.0,4.0,0.81,0.84,0.814,325.0,10.0,2.0,5.683,3.4,8.0
clueweb12-0800tw-74-09046,137.0,5.0,0.0,0.787,0.683,0.0,72.0,5.0,0.0,5.847,5.6,0.0
clueweb12-1706wb-76-06664,320.0,17.0,2.0,0.751,0.628,0.726,217.0,27.0,2.0,4.359,3.741,4.5
clueweb12-0004wb-00-04717,353.0,25.0,12.0,0.765,0.668,0.729,209.0,26.0,11.0,6.325,5.615,7.273
clueweb12-1812wb-28-15278,124.0,0.0,4.0,0.817,0.0,0.928,82.0,5.0,4.0,4.305,3.0,12.0
clueweb12-0012wb-93-07722,526.0,33.0,0.0,0.788,0.659,0.0,281.0,34.0,0.0,5.964,6.559,0.0
clueweb12-0714wb-98-24161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0204wb-25-24052,41.0,0.0,0.0,0.784,0.0,0.0,23.0,0.0,0.0,5.217,0.0,0.0
clueweb12-1206wb-08-03048,93.0,1.0,1.0,0.742,0.9,0.571,59.0,0.0,1.0,5.695,0.0,2.0
clueweb12-0102wb-24-20759,160.0,0.0,0.0,0.794,0.0,0.0,83.0,0.0,0.0,6.036,0.0,0.0
clueweb12-0300wb-99-02804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0608wb-99-05474,239.0,4.0,17.0,0.791,0.705,0.608,123.0,4.0,13.0,5.146,4.75,6.077
clueweb12-0410wb-45-19957,14.0,0.0,0.0,0.793,0.0,0.0,4.0,0.0,0.0,5.5,0.0,0.0
clueweb12-1020wb-32-20764,58.0,5.0,6.0,0.675,0.639,0.632,37.0,5.0,3.0,5.297,4.4,4.0
clueweb12-0810wb-70-15537,660.0,12.0,4.0,0.725,0.507,0.647,394.0,11.0,4.0,5.322,9.727,7.25
clueweb12-0208wb-84-23054,184.0,18.0,3.0,0.677,0.533,0.627,112.0,22.0,2.0,4.759,7.727,10.5
clueweb12-0304wb-52-24206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1309wb-46-09474,875.0,52.0,4.0,0.74,0.636,0.688,449.0,52.0,4.0,5.363,5.5,5.0
clueweb12-1902wb-86-26444,473.0,30.0,5.0,0.744,0.681,0.884,271.0,34.0,0.0,4.454,4.5,0.0
clueweb12-0201wb-55-22628,2014.0,25.0,10.0,0.763,0.662,0.81,1324.0,34.0,5.0,4.968,4.441,10.8
clueweb12-1100tw-27-11354,522.0,19.0,2.0,0.744,0.611,0.763,301.0,21.0,2.0,5.206,7.143,4.5
clueweb12-1415wb-18-21493,505.0,23.0,1.0,0.75,0.662,0.955,315.0,27.0,1.0,5.432,5.815,13.0
clueweb12-0100wb-40-01375,582.0,26.0,50.0,0.772,0.706,0.888,293.0,28.0,42.0,5.406,4.286,9.69
clueweb12-0602wb-52-31827,143.0,7.0,1.0,0.701,0.623,0.676,101.0,8.0,1.0,5.98,9.0,10.0
clueweb12-0000wb-37-28695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1900tw-17-14110,194.0,3.0,8.0,0.824,0.714,0.724,114.0,5.0,6.0,7.965,4.6,6.833
clueweb12-0107wb-50-20386,1610.0,21.0,13.0,0.779,0.662,0.807,740.0,24.0,8.0,7.258,4.708,9.5
clueweb12-0201wb-35-33163,612.0,35.0,1.0,0.749,0.666,0.711,321.0,37.0,1.0,5.67,4.568,3.0
